"","ISO","Year","Infant mortality rate","Under 5 mortality rate","Neonatal mortality rate","Maternal mortality rate"
"1357","EGY",2016,19.1,22.5,11.9,38
"1358","EGY",2017,18.5,21.7,11.5,37
"1359","EGY",2018,17.8,20.9,11.1,NA
"1360","EGY",2019,17.2,20.1,10.7,NA
"1361",NA,2000,4.696466531,5.801598771,3.152059247,8
"1362",NA,2001,4.516125961,5.595208826,3.008281521,7
"1363",NA,2002,4.340624687,5.374208298,2.955245655,7
"1364",NA,2003,4.193157965,5.177697785,2.844436145,7
"1365",NA,2004,4.004423378,5.017875049,2.736419126,7
"1366",NA,2005,3.869427271,4.814012671,2.637881109,7
"1367",NA,2006,3.77414197,4.649138011,2.575700773,6
"1368",NA,2007,3.652889576,4.521799796,2.489068151,6
"1369",NA,2008,3.552001682,4.405105282,2.440014156,6
"1370",NA,2009,3.43715676,4.298837622,2.411067096,6
"1371",NA,2010,3.380913801,4.168126408,2.330703398,6
"1372",NA,2011,3.310764644,4.093434035,2.320738262,6
"1373",NA,2012,3.260382246,3.991256585,2.30044028,6
"1374",NA,2013,3.190569679,3.942226621,2.26545563,6
"1375",NA,2014,3.164692289,3.901165475,2.285227329,5
"1376",NA,2015,3.163566443,3.859778452,2.251269283,5
"1377",NA,2016,3.145748634,3.834500342,2.271070292,5
"1378",NA,2017,3.148052166,3.829540151,2.273152801,5
"1379",NA,2018,3.122405327,3.789841401,2.247932994,NA
"1380",NA,2019,3.09880315,3.724084963,2.236532944,NA
"1381","ERI",2000,56.1,85.2,27,1280
"1382","ERI",2001,53.8,81.1,26.5,1180
"1383","ERI",2002,51.6,77.3,26.1,1130
"1384","ERI",2003,49.6,73.8,25.6,1060
"1385","ERI",2004,47.8,70.5,25.2,938
"1386","ERI",2005,46.1,67.5,24.7,804
"1387","ERI",2006,44.5,64.6,24.2,705
"1388","ERI",2007,43,61.9,23.7,635
"1389","ERI",2008,41.5,59.4,23.2,605
"1390","ERI",2009,40.2,57.1,22.6,583
"1391","ERI",2010,39,55.1,22.1,567
"1392","ERI",2011,37.9,53.1,21.5,558
"1393","ERI",2012,36.8,51.2,21.1,549
"1394","ERI",2013,35.8,49.5,20.6,540
"1395","ERI",2014,34.9,47.9,20.2,530
"1396","ERI",2015,34,46.3,19.7,518
"1397","ERI",2016,33.1,44.8,19.3,498
"1398","ERI",2017,32.2,43.3,18.9,480
"1399","ERI",2018,31.3,41.9,18.5,NA
"1400","ERI",2019,30.5,40.6,18.1,NA
"1401","ESP",2000,4.4,5.4,2.8,5
"1402","ESP",2001,4.3,5.3,2.7,5
"1403","ESP",2002,4.2,5.1,2.7,5
"1404","ESP",2003,4.1,5,2.6,5
"1405","ESP",2004,3.9,4.9,2.5,5
"1406","ESP",2005,3.8,4.7,2.4,5
"1407","ESP",2006,3.7,4.5,2.3,4
"1408","ESP",2007,3.6,4.4,2.2,4
"1409","ESP",2008,3.4,4.2,2.2,4
"1410","ESP",2009,3.3,4,2.1,4
"1411","ESP",2010,3.1,3.8,2.1,4
"1412","ESP",2011,3,3.7,2.1,4
"1413","ESP",2012,2.9,3.6,2.1,4
"1414","ESP",2013,2.8,3.5,2,4
"1415","ESP",2014,2.8,3.4,2,4
"1416","ESP",2015,2.7,3.3,1.9,4
"1417","ESP",2016,2.7,3.3,1.9,4
"1418","ESP",2017,2.7,3.3,1.9,4
"1419","ESP",2018,2.7,3.3,1.8,NA
"1420","ESP",2019,2.7,3.3,1.8,NA
"1421","EST",2000,8.7,10.9,5.3,29
"1422","EST",2001,8,10.1,4.8,27
"1423","EST",2002,7.3,9.3,4.4,25
"1424","EST",2003,6.7,8.5,4,20
"1425","EST",2004,6.2,7.8,3.7,18
"1426","EST",2005,5.7,7.2,3.4,18
"1427","EST",2006,5.2,6.6,3.1,16
"1428","EST",2007,4.7,6,2.8,17
"1429","EST",2008,4.3,5.5,2.5,14
"1430","EST",2009,4,5,2.3,14
"1431","EST",2010,3.6,4.6,2.1,11
"1432","EST",2011,3.3,4.2,1.9,13
"1433","EST",2012,3,3.9,1.7,12
"1434","EST",2013,2.8,3.6,1.6,10
"1435","EST",2014,2.6,3.3,1.5,11
"1436","EST",2015,2.4,3.1,1.4,10
"1437","EST",2016,2.2,2.8,1.3,11
"1438","EST",2017,2.1,2.6,1.2,9
"1439","EST",2018,1.9,2.4,1.1,NA
"1440","EST",2019,1.8,2.3,1,NA
"1441","ETH",2000,87.2,140.7,48.6,1030
"1442","ETH",2001,83.8,134.6,47.8,988
"1443","ETH",2002,80.3,128.3,46.8,985
"1444","ETH",2003,76.7,121.8,45.8,972
"1445","ETH",2004,73.1,115.3,44.8,929
"1446","ETH",2005,69.5,108.9,43.7,865
"1447","ETH",2006,66.1,102.8,42.6,795
"1448","ETH",2007,62.8,97,41.4,731
"1449","ETH",2008,59.8,91.6,40.2,681
"1450","ETH",2009,57,86.7,39.1,638
"1451","ETH",2010,54.3,82,37.9,597
"1452","ETH",2011,51.9,77.7,36.7,558
"1453","ETH",2012,49.5,73.5,35.5,527
"1454","ETH",2013,47.3,69.6,34.3,498
"1455","ETH",2014,45.2,65.9,33.1,472
"1456","ETH",2015,43.2,62.4,31.9,446
"1457","ETH",2016,41.3,59,30.7,422
"1458","ETH",2017,39.5,55.9,29.7,401
"1459","ETH",2018,38,53.2,28.7,NA
"1460","ETH",2019,36.6,50.8,27.8,NA
"1461",NA,2000,5.884239013,7.140496279,3.877706176,10
"1462",NA,2001,5.625409603,6.83937709,3.677050656,10
"1463",NA,2002,5.412376897,6.574752141,3.576805734,9
"1464",NA,2003,5.241291206,6.356706645,3.446579879,9
"1465",NA,2004,5.027960113,6.14406417,3.308757906,8
"1466",NA,2005,4.827376575,5.877724441,3.170580312,8
"1467",NA,2006,4.645088753,5.61901912,3.050396714,8
"1468",NA,2007,4.453884624,5.397930342,2.917450548,7
"1469",NA,2008,4.273168131,5.198994395,2.820194334,7
"1470",NA,2009,4.102428626,5.01249353,2.74930801,7
"1471",NA,2010,3.972907609,4.832654426,2.639593426,7
"1472",NA,2011,3.857706011,4.698793109,2.595277219,7
"1473",NA,2012,3.760763229,4.543439823,2.550054249,6
"1474",NA,2013,3.646518493,4.439953839,2.498191064,6
"1475",NA,2014,3.567113205,4.341409145,2.483005354,6
"1476",NA,2015,3.512366861,4.255040535,2.422211207,6
"1477",NA,2016,3.448654216,4.165583071,2.406155251,6
"1478",NA,2017,3.404109399,4.110763789,2.378243797,6
"1479",NA,2018,3.340164338,4.031466588,2.341501292,NA
"1480",NA,2019,3.287070258,3.943376296,2.316744282,NA
"1481",NA,2000,85.88232882,138.5042357,40.48758006,840
"1482",NA,2001,83.60793601,134.3396047,39.69128497,822
"1483",NA,2002,81.29765864,130.0387841,38.84924764,809
"1484",NA,2003,78.95899503,125.7110177,38.04575573,792
"1485",NA,2004,76.63154789,121.3666822,37.23107722,764
"1486",NA,2005,74.37944927,117.1427705,36.44262884,730
"1487",NA,2006,72.18440296,113.0606893,35.68937333,702
"1488",NA,2007,70.00219712,109.0644662,34.95893366,676
"1489",NA,2008,68.48415946,106.4947574,34.29211062,657
"1490",NA,2009,66.20908369,101.8301981,33.61292425,639
"1491",NA,2010,64.9876737,99.94993007,33.0177549,623
"1492",NA,2011,62.98138961,95.79884657,32.43397185,609
"1493",NA,2012,61.60627795,93.34158058,31.92861185,597
"1494",NA,2013,60.3523165,90.96704524,31.46546148,585
"1495",NA,2014,59.136379,88.73551393,30.98365543,576
"1496",NA,2015,57.96462793,86.5315534,30.59514557,561
"1497",NA,2016,56.86639653,84.43634055,30.13219254,552
"1498",NA,2017,55.54172896,82.030252,29.67919697,542
"1499",NA,2018,54.36763158,79.89866916,29.16015349,NA
"1500",NA,2019,53.13138866,77.75262979,28.67147982,NA
"1501","FIN",2000,3.5,4.3,2.5,6
"1502","FIN",2001,3.4,4.2,2.4,5
"1503","FIN",2002,3.3,4.1,2.3,5
"1504","FIN",2003,3.3,4,2.2,5
"1505","FIN",2004,3.2,3.9,2.1,5
"1506","FIN",2005,3.1,3.7,2.1,5
"1507","FIN",2006,3,3.6,2,4
"1508","FIN",2007,2.8,3.5,1.9,4
"1509","FIN",2008,2.7,3.3,1.8,4
"1510","FIN",2009,2.6,3.2,1.8,4
"1511","FIN",2010,2.5,3,1.7,4
"1512","FIN",2011,2.4,2.9,1.6,4
"1513","FIN",2012,2.3,2.8,1.5,4
"1514","FIN",2013,2.2,2.7,1.4,4
"1515","FIN",2014,2.1,2.6,1.4,3
"1516","FIN",2015,2,2.5,1.4,3
"1517","FIN",2016,2,2.4,1.4,3
"1518","FIN",2017,2,2.4,1.4,3
"1519","FIN",2018,1.9,2.4,1.4,NA
"1520","FIN",2019,1.9,2.3,1.4,NA
"1521","FJI",2000,19.1,22.4,10.1,51
"1522","FJI",2001,19,22.3,10.2,49
"1523","FJI",2002,19,22.4,10.5,48
"1524","FJI",2003,19.2,22.5,11,48
"1525","FJI",2004,19.4,22.8,11.4,47
"1526","FJI",2005,19.7,23.1,11.6,46
"1527","FJI",2006,19.9,23.4,11.5,44
"1528","FJI",2007,20.1,23.7,11,43
"1529","FJI",2008,20.2,23.8,10.3,42
"1530","FJI",2009,20.1,23.7,9.7,40
"1531","FJI",2010,20,23.6,9.3,39
"1532","FJI",2011,20,23.6,9,38
"1533","FJI",2012,20,23.5,9,38
"1534","FJI",2013,20.1,23.7,9.1,37
"1535","FJI",2014,20.3,23.9,9.4,36
"1536","FJI",2015,20.6,24.4,9.8,35
"1537","FJI",2016,21.1,24.9,10.2,34
"1538","FJI",2017,21.5,25.5,10.6,34
"1539","FJI",2018,22.1,26.2,11,NA
"1540","FJI",2019,22.6,26.9,11.4,NA
"1541","FRA",2000,4.1,5.4,2.8,10
"1542","FRA",2001,3.9,5.3,2.7,10
"1543","FRA",2002,3.7,5.1,2.7,10
"1544","FRA",2003,3.6,4.9,2.6,9
"1545","FRA",2004,3.4,4.8,2.5,9
"1546","FRA",2005,3.3,4.6,2.4,9
"1547","FRA",2006,3.3,4.5,2.4,9
"1548","FRA",2007,3.2,4.4,2.4,9
"1549","FRA",2008,3.2,4.4,2.4,9
"1550","FRA",2009,3.1,4.3,2.4,9
"1551","FRA",2010,3.1,4.2,2.3,9
"1552","FRA",2011,3.1,4.2,2.3,9
"1553","FRA",2012,3.1,4.1,2.3,9
"1554","FRA",2013,3.1,4.1,2.3,9
"1555","FRA",2014,3.1,4.1,2.4,8
"1556","FRA",2015,3.2,4.2,2.4,8
"1557","FRA",2016,3.2,4.2,2.5,8
"1558","FRA",2017,3.3,4.3,2.6,8
"1559","FRA",2018,3.4,4.3,2.6,NA
"1560","FRA",2019,3.4,4.3,2.6,NA
"1561","FRO",2000,NA,NA,NA,NA
"1562","FRO",2001,NA,NA,NA,NA
"1563","FRO",2002,NA,NA,NA,NA
"1564","FRO",2003,NA,NA,NA,NA
"1565","FRO",2004,NA,NA,NA,NA
"1566","FRO",2005,NA,NA,NA,NA
"1567","FRO",2006,NA,NA,NA,NA
"1568","FRO",2007,NA,NA,NA,NA
"1569","FRO",2008,NA,NA,NA,NA
"1570","FRO",2009,NA,NA,NA,NA
"1571","FRO",2010,NA,NA,NA,NA
"1572","FRO",2011,NA,NA,NA,NA
"1573","FRO",2012,NA,NA,NA,NA
"1574","FRO",2013,NA,NA,NA,NA
"1575","FRO",2014,NA,NA,NA,NA
"1576","FRO",2015,NA,NA,NA,NA
"1577","FRO",2016,NA,NA,NA,NA
"1578","FRO",2017,NA,NA,NA,NA
"1579","FRO",2018,NA,NA,NA,NA
"1580","FRO",2019,NA,NA,NA,NA
"1581","FSM",2000,30.8,37.8,20,154
"1582","FSM",2001,30,36.7,19.6,150
"1583","FSM",2002,29.4,35.9,19.2,163
"1584","FSM",2003,29,35.2,18.8,141
"1585","FSM",2004,28.7,34.8,18.6,137
"1586","FSM",2005,28.6,34.7,18.5,133
"1587","FSM",2006,28.5,34.6,18.4,128
"1588","FSM",2007,28.4,34.5,18.3,123
"1589","FSM",2008,28.2,34.2,18.2,118
"1590","FSM",2009,27.8,33.7,17.9,114
"1591","FSM",2010,27.4,33.1,17.5,110
"1592","FSM",2011,26.8,32.3,17.1,106
"1593","FSM",2012,26.2,31.6,16.7,103
"1594","FSM",2013,25.6,30.7,16.2,99
"1595","FSM",2014,24.9,29.9,15.6,96
"1596","FSM",2015,24.2,28.9,15.2,95
"1597","FSM",2016,23.5,28,14.7,90
"1598","FSM",2017,22.7,27,14.2,88
"1599","FSM",2018,22.1,26.2,13.7,NA
"1600","FSM",2019,21.5,25.4,13.3,NA
"1601","GAB",2000,53.3,82.9,26.9,380
"1602","GAB",2001,52.3,81.4,26.6,370
"1603","GAB",2002,51.2,79.6,26.3,361
"1604","GAB",2003,50.2,77.8,26,356
"1605","GAB",2004,49,75.8,25.7,354
"1606","GAB",2005,47.7,73.6,25.4,348
"1607","GAB",2006,46.6,71.6,25.1,340
"1608","GAB",2007,45.2,69.2,24.8,336
"1609","GAB",2008,43.9,66.7,24.5,332
"1610","GAB",2009,42.9,64.2,24.2,324
"1611","GAB",2010,41.6,61.7,23.8,314
"1612","GAB",2011,40.4,59.3,23.5,304
"1613","GAB",2012,39.1,57.1,23.1,292
"1614","GAB",2013,37.9,54.9,22.7,277
"1615","GAB",2014,37.2,52.8,22.2,267
"1616","GAB",2015,36.1,50.3,21.8,261
"1617","GAB",2016,34.6,47.4,21.3,256
"1618","GAB",2017,33.7,45.5,20.9,252
"1619","GAB",2018,32.5,44.1,20.5,NA
"1620","GAB",2019,31.5,43,20.1,NA
"1621","GBR",2000,5.6,6.5,3.8,10
"1622","GBR",2001,5.5,6.4,3.7,11
"1623","GBR",2002,5.4,6.3,3.6,11
"1624","GBR",2003,5.3,6.2,3.6,11
"1625","GBR",2004,5.2,6.1,3.5,11
"1626","GBR",2005,5.1,6,3.5,11
"1627","GBR",2006,5,5.9,3.4,11
"1628","GBR",2007,4.9,5.8,3.3,11
"1629","GBR",2008,4.8,5.6,3.2,11
"1630","GBR",2009,4.6,5.4,3.1,10
"1631","GBR",2010,4.4,5.2,3,10
"1632","GBR",2011,4.3,5,3,9
"1633","GBR",2012,4.1,4.8,2.9,8
"1634","GBR",2013,4,4.7,2.8,8
"1635","GBR",2014,3.9,4.5,2.7,8
"1636","GBR",2015,3.8,4.5,2.7,8
"1637","GBR",2016,3.8,4.4,2.7,7
"1638","GBR",2017,3.8,4.4,2.8,7
"1639","GBR",2018,3.7,4.3,2.8,NA
"1640","GBR",2019,3.7,4.3,2.8,NA
"1641","GEO",2000,31.9,36.6,22.8,31
"1642","GEO",2001,29.9,34.1,21.7,33
"1643","GEO",2002,27.7,31.5,20.3,42
"1644","GEO",2003,25.5,28.8,18.9,37
"1645","GEO",2004,23.2,26.2,17.4,38
"1646","GEO",2005,21,23.6,15.9,39
"1647","GEO",2006,19,21.3,14.5,33
"1648","GEO",2007,17.1,19.1,13.2,36
"1649","GEO",2008,15.4,17.2,12,39
"1650","GEO",2009,13.9,15.6,11,43
"1651","GEO",2010,12.7,14.2,10.1,32
"1652","GEO",2011,11.6,13,9.3,32
"1653","GEO",2012,10.8,12.1,8.6,30
"1654","GEO",2013,10.2,11.4,8,30
"1655","GEO",2014,9.7,10.9,7.3,29
"1656","GEO",2015,9.4,10.5,6.7,27
"1657","GEO",2016,9.1,10.2,6.2,26
"1658","GEO",2017,8.8,9.9,5.8,25
"1659","GEO",2018,8.7,9.7,5.4,NA
"1660","GEO",2019,8.4,9.5,5.2,NA
"1661","GHA",2000,64.3,99.7,35.8,484
"1662","GHA",2001,62.1,95.7,34.9,445
"1663","GHA",2002,59.9,91.9,34.2,415
"1664","GHA",2003,58,88.5,33.5,398
"1665","GHA",2004,56.4,85.6,33,384
"1666","GHA",2005,54.9,83,32.6,371
"1667","GHA",2006,53.5,80.6,32.2,359
"1668","GHA",2007,52.1,78,31.7,349
"1669","GHA",2008,50.5,75.3,31.2,342
"1670","GHA",2009,48.8,72.3,30.5,339
"1671","GHA",2010,47,69.1,29.8,339
"1672","GHA",2011,45.2,65.9,29,339
"1673","GHA",2012,43.4,62.7,28.2,336
"1674","GHA",2013,41.8,59.8,27.5,331
"1675","GHA",2014,40.2,57.1,26.8,325
"1676","GHA",2015,38.8,54.6,26,320
"1677","GHA",2016,37.4,52.2,25.4,314
"1678","GHA",2017,36.2,50.1,24.7,308
"1679","GHA",2018,35,48.1,24.1,NA
"1680","GHA",2019,34,46.4,23.5,NA
"1681","GIB",2000,NA,NA,NA,NA
"1682","GIB",2001,NA,NA,NA,NA
"1683","GIB",2002,NA,NA,NA,NA
"1684","GIB",2003,NA,NA,NA,NA
"1685","GIB",2004,NA,NA,NA,NA
"1686","GIB",2005,NA,NA,NA,NA
"1687","GIB",2006,NA,NA,NA,NA
"1688","GIB",2007,NA,NA,NA,NA
"1689","GIB",2008,NA,NA,NA,NA
"1690","GIB",2009,NA,NA,NA,NA
"1691","GIB",2010,NA,NA,NA,NA
"1692","GIB",2011,NA,NA,NA,NA
"1693","GIB",2012,NA,NA,NA,NA
"1694","GIB",2013,NA,NA,NA,NA
"1695","GIB",2014,NA,NA,NA,NA
"1696","GIB",2015,NA,NA,NA,NA
"1697","GIB",2016,NA,NA,NA,NA
"1698","GIB",2017,NA,NA,NA,NA
"1699","GIB",2018,NA,NA,NA,NA
"1700","GIB",2019,NA,NA,NA,NA
"1701","GIN",2000,99.9,164.2,45.5,1020
"1702","GIN",2001,96.2,157.4,43.4,1070
"1703","GIN",2002,92.7,150.9,41.9,1090
"1704","GIN",2003,89.5,144.9,40.7,1080
"1705","GIN",2004,86.5,139.5,39.6,1020
"1706","GIN",2005,83.9,134.7,38.5,920
"1707","GIN",2006,81.5,130.4,37.4,831
"1708","GIN",2007,79.4,126.6,36.5,772
"1709","GIN",2008,77.6,123.3,35.8,754
"1710","GIN",2009,75.9,120.3,35.3,750
"1711","GIN",2010,74.4,117.7,34.7,747
"1712","GIN",2011,73.1,115.3,34.2,748
"1713","GIN",2012,71.8,113,33.6,744
"1714","GIN",2013,70.5,110.7,33,731
"1715","GIN",2014,69.5,109.2,32.4,767
"1716","GIN",2015,68.4,107.3,31.9,699
"1717","GIN",2016,67.1,104.6,31.4,621
"1718","GIN",2017,66,102.6,31.1,576
"1719","GIN",2018,64.7,100.4,30.7,NA
"1720","GIN",2019,63.4,98,30.3,NA
"1721","GMB",2000,61.6,113.4,40.6,932
"1722","GMB",2001,59.8,108.7,39.8,905
"1723","GMB",2002,58.1,104.2,39.1,876
"1724","GMB",2003,56.4,99.8,38.4,843
"1725","GMB",2004,54.7,95.6,37.7,802
"1726","GMB",2005,53.1,91.5,37,756
"1727","GMB",2006,51.5,87.6,36.3,716
"1728","GMB",2007,50,83.8,35.5,690
"1729","GMB",2008,48.6,80.3,34.7,675
"1730","GMB",2009,47.1,76.8,33.9,668
"1731","GMB",2010,45.8,73.6,33.1,661
"1732","GMB",2011,44.5,70.6,32.4,656
"1733","GMB",2012,43.2,67.7,31.7,650
"1734","GMB",2013,42,65,30.9,644
"1735","GMB",2014,40.9,62.4,30.1,637
"1736","GMB",2015,39.7,59.8,29.4,625
"1737","GMB",2016,38.6,57.4,28.5,611
"1738","GMB",2017,37.5,55.1,27.8,597
"1739","GMB",2018,36.5,53.1,27.1,NA
"1740","GMB",2019,35.6,51.2,26.4,NA
"1741","GNB",2000,105,173.8,55.3,1210
"1742","GNB",2001,102.1,168.4,54.2,1180
"1743","GNB",2002,99.1,162.8,53.3,1150
"1744","GNB",2003,95.9,156.8,52.5,1110
"1745","GNB",2004,92.6,150.7,51.7,1050
"1746","GNB",2005,89.2,144.5,50.9,979
"1747","GNB",2006,85.9,138.3,49.8,912
"1748","GNB",2007,82.5,132.2,48.7,860
"1749","GNB",2008,79.1,126.1,47.5,827
"1750","GNB",2009,75.9,120.2,46.2,800
"1751","GNB",2010,72.6,114.5,44.8,779
"1752","GNB",2011,69.6,109.1,43.6,762
"1753","GNB",2012,66.8,104.2,42.3,744
"1754","GNB",2013,64.3,99.7,41.2,726
"1755","GNB",2014,62.1,95.7,40.2,711
"1756","GNB",2015,60,92.1,39.2,694
"1757","GNB",2016,58.1,88.7,38.4,679
"1758","GNB",2017,56.3,85.5,37.5,667
"1759","GNB",2018,54.6,82.5,36.7,NA
"1760","GNB",2019,53,79.6,35.9,NA
"1761","GNQ",2000,107.1,155.7,44.3,454
"1762","GNQ",2001,104.4,151.4,43.7,421
"1763","GNQ",2002,101.7,147.1,42.9,392
"1764","GNQ",2003,99,142.8,42.1,370
"1765","GNQ",2004,96.1,138.2,41.2,357
"1766","GNQ",2005,93.2,133.5,40.2,344
"1767","GNQ",2006,90.3,129,39.1,331
"1768","GNQ",2007,87.4,124.4,37.9,322
"1769","GNQ",2008,84.5,119.7,36.9,314
"1770","GNQ",2009,81.7,115.3,35.9,310
"1771","GNQ",2010,79.1,111.2,35.1,308
"1772","GNQ",2011,76.7,107.4,34.3,308
"1773","GNQ",2012,74.3,103.6,33.7,305
"1774","GNQ",2013,72.1,100.2,33,300
"1775","GNQ",2014,69.9,96.8,32.5,295
"1776","GNQ",2015,67.6,93.2,31.8,296
"1777","GNQ",2016,65.6,90,31.2,301
"1778","GNQ",2017,63.6,86.9,30.5,301
"1779","GNQ",2018,61.7,83.9,29.9,NA
"1780","GNQ",2019,60,81.2,29.2,NA
"1781","GRC",2000,5.6,6.4,3.9,3
"1782","GRC",2001,5.2,6,3.6,3
"1783","GRC",2002,4.9,5.6,3.3,3
"1784","GRC",2003,4.6,5.2,3,3
"1785","GRC",2004,4.3,4.9,2.7,3
"1786","GRC",2005,4,4.6,2.5,3
"1787","GRC",2006,3.8,4.3,2.4,3
"1788","GRC",2007,3.6,4.1,2.2,3
"1789","GRC",2008,3.5,4,2.1,3
"1790","GRC",2009,3.4,3.9,2.1,3
"1791","GRC",2010,3.4,3.9,2.1,3
"1792","GRC",2011,3.5,4,2.2,3
"1793","GRC",2012,3.5,4,2.3,3
"1794","GRC",2013,3.6,4.1,2.4,3
"1795","GRC",2014,3.7,4.3,2.6,3
"1796","GRC",2015,3.8,4.4,2.6,3
"1797","GRC",2016,3.9,4.4,2.6,3
"1798","GRC",2017,3.8,4.3,2.6,3
"1799","GRC",2018,3.7,4.2,2.5,NA
"1800","GRC",2019,3.7,4.2,2.5,NA
"1801","GRD",2000,12.9,15.5,8,38
"1802","GRD",2001,12.8,15.2,8,36
"1803","GRD",2002,12.6,15,8,34
"1804","GRD",2003,12.5,14.8,8,34
"1805","GRD",2004,12.5,14.7,8,38
"1806","GRD",2005,12.4,14.6,8,33
"1807","GRD",2006,12.5,14.6,8,31
"1808","GRD",2007,12.5,14.6,8.1,31
"1809","GRD",2008,12.7,14.7,8.3,30
"1810","GRD",2009,12.8,14.9,8.6,30
"1811","GRD",2010,13,15.1,8.9,29
"1812","GRD",2011,13.3,15.3,9.3,28
"1813","GRD",2012,13.5,15.5,9.7,28
"1814","GRD",2013,13.8,15.8,10.1,27
"1815","GRD",2014,14,16,10.5,26
"1816","GRD",2015,14.3,16.2,10.7,25
"1817","GRD",2016,14.5,16.4,10.9,25
"1818","GRD",2017,14.6,16.6,11.1,25
"1819","GRD",2018,14.7,16.6,11.1,NA
"1820","GRD",2019,14.7,16.5,11.1,NA
"1821","GRL",2000,NA,NA,NA,NA
"1822","GRL",2001,NA,NA,NA,NA
"1823","GRL",2002,NA,NA,NA,NA
"1824","GRL",2003,NA,NA,NA,NA
"1825","GRL",2004,NA,NA,NA,NA
"1826","GRL",2005,NA,NA,NA,NA
"1827","GRL",2006,NA,NA,NA,NA
"1828","GRL",2007,NA,NA,NA,NA
"1829","GRL",2008,NA,NA,NA,NA
"1830","GRL",2009,NA,NA,NA,NA
"1831","GRL",2010,NA,NA,NA,NA
"1832","GRL",2011,NA,NA,NA,NA
"1833","GRL",2012,NA,NA,NA,NA
"1834","GRL",2013,NA,NA,NA,NA
"1835","GRL",2014,NA,NA,NA,NA
"1836","GRL",2015,NA,NA,NA,NA
"1837","GRL",2016,NA,NA,NA,NA
"1838","GRL",2017,NA,NA,NA,NA
"1839","GRL",2018,NA,NA,NA,NA
"1840","GRL",2019,NA,NA,NA,NA
"1841","GTM",2000,41,52.1,21.3,161
"1842","GTM",2001,39.5,50.1,20.7,147
"1843","GTM",2002,38.1,48.1,20.2,145
"1844","GTM",2003,36.8,46.2,19.7,137
"1845","GTM",2004,35.6,44.4,19.1,137
"1846","GTM",2005,34.3,42.7,18.6,142
"1847","GTM",2006,33.1,41,18.2,137
"1848","GTM",2007,32,39.4,17.7,132
"1849","GTM",2008,30.8,37.8,17.3,125
"1850","GTM",2009,29.7,36.3,16.8,131
"1851","GTM",2010,28.6,34.8,16.2,129
"1852","GTM",2011,27.6,33.4,15.6,122
"1853","GTM",2012,26.5,32,15,118
"1854","GTM",2013,25.6,30.7,14.4,113
"1855","GTM",2014,24.6,29.5,13.9,107
"1856","GTM",2015,23.7,28.3,13.4,103
"1857","GTM",2016,22.9,27.3,12.9,98
"1858","GTM",2017,22.2,26.4,12.4,95
"1859","GTM",2018,21.4,25.4,12,NA
"1860","GTM",2019,20.7,24.5,11.5,NA
"1861","GUM",2000,NA,NA,NA,NA
"1862","GUM",2001,NA,NA,NA,NA
"1863","GUM",2002,NA,NA,NA,NA
"1864","GUM",2003,NA,NA,NA,NA
"1865","GUM",2004,NA,NA,NA,NA
"1866","GUM",2005,NA,NA,NA,NA
"1867","GUM",2006,NA,NA,NA,NA
"1868","GUM",2007,NA,NA,NA,NA
"1869","GUM",2008,NA,NA,NA,NA
"1870","GUM",2009,NA,NA,NA,NA
"1871","GUM",2010,NA,NA,NA,NA
"1872","GUM",2011,NA,NA,NA,NA
"1873","GUM",2012,NA,NA,NA,NA
"1874","GUM",2013,NA,NA,NA,NA
"1875","GUM",2014,NA,NA,NA,NA
"1876","GUM",2015,NA,NA,NA,NA
"1877","GUM",2016,NA,NA,NA,NA
"1878","GUM",2017,NA,NA,NA,NA
"1879","GUM",2018,NA,NA,NA,NA
"1880","GUM",2019,NA,NA,NA,NA
"1881","GUY",2000,37,46.4,27,231
"1882","GUY",2001,36.2,45.2,26.4,216
"1883","GUY",2002,35.4,44.2,26,227
"1884","GUY",2003,34.7,43.2,25.5,226
"1885","GUY",2004,34,42.2,25.2,220
"1886","GUY",2005,33.4,41.4,24.8,223
"1887","GUY",2006,32.8,40.5,24.3,221
"1888","GUY",2007,32.2,39.7,23.9,208
"1889","GUY",2008,31.7,39,23.6,192
"1890","GUY",2009,31.1,38.2,23.2,185
"1891","GUY",2010,30.6,37.4,22.8,179
"1892","GUY",2011,30,36.7,22.4,180
"1893","GUY",2012,29.4,35.9,21.9,185
"1894","GUY",2013,28.8,35,21.4,175
"1895","GUY",2014,28.1,34.1,20.8,174
"1896","GUY",2015,27.4,33.1,20.2,172
"1897","GUY",2016,26.6,32.1,19.6,170
"1898","GUY",2017,25.9,31.2,19.1,169
"1899","GUY",2018,25.2,30.2,18.4,NA
"1900","GUY",2019,24.5,29.3,17.9,NA
"1901",NA,2000,6.5,7.8,4.2,13
"1902",NA,2001,6.3,7.6,4.1,12
"1903",NA,2002,6.1,7.4,4,12
"1904",NA,2003,6,7.2,3.9,12
"1905",NA,2004,5.8,7,3.8,12
"1906",NA,2005,5.7,6.8,3.7,12
"1907",NA,2006,5.5,6.6,3.6,12
"1908",NA,2007,5.4,6.4,3.5,11
"1909",NA,2008,5.2,6.3,3.4,11
"1910",NA,2009,5.1,6.1,3.3,12
"1911",NA,2010,5,5.9,3.2,11
"1912",NA,2011,4.8,5.8,3.2,11
"1913",NA,2012,4.7,5.6,3.1,11
"1914",NA,2013,4.6,5.5,3.1,11
"1915",NA,2014,4.5,5.4,3,11
"1916",NA,2015,4.5,5.3,3,11
